#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
13,Wed Oct 30 17:31:55 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
14,Wed Oct 30 17:36:25 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
15,Wed Oct 30 17:44:59 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
16,Wed Oct 30 18:15:19 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
17,Wed Oct 30 20:02:16 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
18,Wed Oct 30 20:03:11 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
19,Wed Oct 30 20:03:40 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
20,Wed Oct 30 20:06:06 EDT 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
21,Wed Oct 30 20:08:03 EDT 2019,45,13,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2+ FindMinMaxTest0+ FindMinMaxTest2+ HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1+ SizeTest3+ , ,ContainsTest0 ContainsTest1 EmptyTest1- FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
22,Wed Oct 30 20:08:34 EDT 2019,51,6,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1+ EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2+ SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
23,Wed Oct 30 20:15:32 EDT 2019,51,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
24,Wed Oct 30 20:18:55 EDT 2019,51,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
25,Wed Oct 30 20:19:10 EDT 2019,51,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
26,Wed Oct 30 20:19:54 EDT 2019,29,-22,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1- FindMinMaxTest1 HeightTest- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
27,Wed Oct 30 20:20:17 EDT 2019,25,-4,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2- , ,
28,Wed Oct 30 20:20:53 EDT 2019,51,26,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1+ EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest+ InsertTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2+ SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
28,Wed Oct 30 20:20:53 EDT 2019,51,26,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1+ EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest+ InsertTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2+ SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
29,Wed Oct 30 20:21:16 EDT 2019,6,-45,Assignment4Suite,EmptyTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 ContainsTest2- EmptyTest1- EmptyTest2- FindMinMaxTest0- FindMinMaxTest1 FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1- SizeTest2- SizeTest3- , ,
30,Wed Oct 30 20:21:44 EDT 2019,6,0,Assignment4Suite,EmptyTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 SizeTest3 , ,
31,Wed Oct 30 20:21:59 EDT 2019,32,26,Assignment4Suite,ContainsTest2+ EmptyTest0 EmptyTest2+ FindMinMaxTest0+ FindMinMaxTest2+ HeightTest+ InsertTest5+ SizeTest0 SizeTest1+ SizeTest3+ , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
32,Wed Oct 30 20:23:43 EDT 2019,51,19,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1+ EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertTest5 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2+ SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
33,Wed Oct 30 20:24:47 EDT 2019,51,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
34,Wed Oct 30 20:28:40 EDT 2019,54,3,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0+ InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
35,Wed Oct 30 20:30:05 EDT 2019,25,-29,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2- SizeTest3- , ,
36,Wed Oct 30 20:30:17 EDT 2019,25,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 SizeTest3 , ,
37,Wed Oct 30 20:30:32 EDT 2019,54,29,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest+ InsertAfterRemoveTest0+ InsertTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2+ SizeTest3+ , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
38,Wed Oct 30 20:42:02 EDT 2019,19,-35,Assignment4Suite,EmptyTest0 HeightTest InsertAfterRemoveTest0 RemoveTest1 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2- EmptyTest1- EmptyTest2- FindMinMaxTest0- FindMinMaxTest1 FindMinMaxTest2- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5- RemoveTest0- RemoveTest2- RemoveTest3- RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1- SizeTest2- , ,
39,Wed Oct 30 20:42:15 EDT 2019,19,0,Assignment4Suite,EmptyTest0 HeightTest InsertAfterRemoveTest0 RemoveTest1 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
40,Wed Oct 30 20:43:24 EDT 2019,54,35,Assignment4Suite,ContainsTest2+ EmptyTest0 EmptyTest1+ EmptyTest2+ FindMinMaxTest0+ FindMinMaxTest2+ HeightTest InsertAfterRemoveTest0 InsertTest5+ RemoveTest0+ RemoveTest1 RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
41,Wed Oct 30 20:46:09 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
42,Wed Oct 30 20:51:27 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
43,Wed Oct 30 20:54:14 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
